ts,container,cpu_pct,mem_bytes,mem_pct,net_rx,net_tx
1776930704.525166340,tbench-b0-probe,0.00,400KiB,0.00,1.28kB,126B
1776930707.071611382,tbench-b0-probe,0.00,400KiB,0.00,1.43kB,126B
1776930709.638547318,tbench-b0-probe,0.00,400KiB,0.00,1.43kB,126B
1776930712.210213954,tbench-b0-probe,0.00,400KiB,0.00,1.43kB,126B
1776930714.775677530,tbench-b0-probe,0.00,400KiB,0.00,1.5kB,126B
1776930717.335559367,tbench-b0-probe,0.00,400KiB,0.00,1.5kB,126B
1776930719.916868688,tbench-b0-probe,0.00,400KiB,0.00,1.5kB,126B
1776930722.478899437,tbench-b0-probe,0.00,400KiB,0.00,1.5kB,126B
1776930725.058542480,tbench-b0-probe,0.00,400KiB,0.00,1.5kB,126B
1776930727.637573148,tbench-b0-probe,0.00,400KiB,0.00,1.5kB,126B
1776930730.217176925,tbench-b0-probe,0.00,400KiB,0.00,1.57kB,126B
1776930732.786208117,tbench-b0-probe,0.00,400KiB,0.00,1.57kB,126B
1776930735.362417802,tbench-b0-probe,0.00,400KiB,0.00,1.66kB,126B
1776930737.913281615,tbench-b0-probe,0.00,400KiB,0.00,1.74kB,126B
1776930740.482647190,tbench-b0-probe,0.00,400KiB,0.00,1.74kB,126B
1776930743.050622313,tbench-b0-probe,0.00,400KiB,0.00,1.74kB,126B
1776930745.623813688,tbench-b0-probe,0.00,400KiB,0.00,1.74kB,126B
1776930748.205863139,tbench-b0-probe,0.00,400KiB,0.00,1.74kB,126B
1776930750.778094109,tbench-b0-probe,0.00,400KiB,0.00,1.74kB,126B
1776930753.353618386,tbench-b0-probe,0.00,400KiB,0.00,1.74kB,126B
1776930755.913205043,tbench-b0-probe,0.00,400KiB,0.00,1.74kB,126B
1776930758.479091772,tbench-b0-probe,0.00,400KiB,0.00,1.74kB,126B
1776930761.043143915,tbench-b0-probe,0.00,400KiB,0.00,1.81kB,126B
1776930763.607428258,tbench-b0-probe,0.00,400KiB,0.00,1.81kB,126B
