ts,container,cpu_pct,mem_bytes,mem_pct,net_rx,net_tx
1776930585.963361999,tbench-bo-client,85.29,4.023MiB,0.03,20.2GB,20.2GB
1776930585.963361999,tbench-bo-probe,10.25,115.2MiB,0.72,15.2MB,19.8GB
1776930585.963361999,tbench-bo-origin,59.89,9.688MiB,0.06,20GB,180MB
1776930589.525559546,tbench-bo-server,59.27,32.23MiB,6.30,21GB,21GB
1776930589.525559546,tbench-bo-client,85.18,3.793MiB,0.02,21.6GB,21.6GB
1776930589.525559546,tbench-bo-probe,9.23,116.4MiB,0.73,16.3MB,21.2GB
1776930589.525559546,tbench-bo-origin,60.03,10.48MiB,0.07,21.4GB,193MB
1776930593.082613866,tbench-bo-server,59.62,32.45MiB,6.34,22.7GB,22.8GB
1776930593.082613866,tbench-bo-client,84.13,4.082MiB,0.03,23GB,23GB
1776930593.082613866,tbench-bo-probe,9.23,113.4MiB,0.71,17.1MB,22.2GB
1776930593.082613866,tbench-bo-origin,60.13,10.25MiB,0.06,22.5GB,202MB
