ts,container,cpu_pct,mem_bytes,mem_pct,net_rx,net_tx
1776930011.265471178,tbench-ch-origin,14.07,1.418MiB,0.01,11.6GB,23.1MB
1776930014.825875555,tbench-ch-server,73.45,13.25MiB,2.59,12.7GB,12.7GB
1776930014.825875555,tbench-ch-client,182.84,10.23MiB,0.06,12.4GB,12.4GB
1776930014.825875555,tbench-ch-probe,6.63,5.152MiB,0.03,4.07MB,12.6GB
1776930014.825875555,tbench-ch-origin,15.01,1.238MiB,0.01,12.3GB,24.6MB
1776930018.387946685,tbench-ch-server,73.51,12.89MiB,2.52,13.9GB,13.9GB
1776930018.387946685,tbench-ch-client,179.91,10.18MiB,0.06,13.9GB,13.9GB
1776930018.387946685,tbench-ch-probe,6.52,5.273MiB,0.03,4.43MB,13.8GB
1776930018.387946685,tbench-ch-origin,15.26,1.516MiB,0.01,13.5GB,26.9MB
1776930021.949598674,tbench-ch-server,73.34,12.62MiB,2.47,14.9GB,14.9GB
1776930021.949598674,tbench-ch-client,182.86,9.684MiB,0.06,14.7GB,14.7GB
1776930021.949598674,tbench-ch-probe,6.60,4.762MiB,0.03,4.76MB,14.9GB
1776930021.949598674,tbench-ch-origin,14.78,1.418MiB,0.01,14.9GB,29.7MB
1776930025.515138447,tbench-ch-server,73.60,12.85MiB,2.51,15.7GB,15.7GB
1776930025.515138447,tbench-ch-client,180.10,10.08MiB,0.06,16.1GB,16GB
1776930025.515138447,tbench-ch-probe,6.79,4.816MiB,0.03,5.12MB,16GB
1776930025.515138447,tbench-ch-origin,15.18,1.383MiB,0.01,16GB,31.9MB
1776930029.081639184,tbench-ch-server,74.12,13.08MiB,2.56,17.1GB,17.1GB
1776930029.081639184,tbench-ch-client,179.93,10.02MiB,0.06,17.2GB,17.1GB
1776930029.081639184,tbench-ch-probe,7.03,5.035MiB,0.03,5.37MB,16.8GB
1776930029.081639184,tbench-ch-origin,15.06,1.176MiB,0.01,17.1GB,34.1MB
1776930032.645058638,tbench-ch-server,74.30,12.57MiB,2.46,18.2GB,18.2GB
1776930032.645058638,tbench-ch-client,178.61,10.12MiB,0.06,18.2GB,18.2GB
1776930032.645058638,tbench-ch-probe,6.41,4.773MiB,0.03,5.81MB,18.1GB
1776930032.645058638,tbench-ch-origin,14.93,1.383MiB,0.01,17.8GB,35.6MB
