ts,container,cpu_pct,mem_bytes,mem_pct,net_rx,net_tx
1776929828.163436679,tbench-wg-probe,6.85,4.281MiB,0.03,31.6MB,3.87GB
1776929828.163436679,tbench-wg-origin,30.71,1.934MiB,0.01,3.95GB,31.6MB
1776929831.804160365,tbench-wg-server,0.00,524KiB,0.10,4.56GB,4.92GB
1776929831.804160365,tbench-wg-client,0.00,516KiB,0.00,4.92GB,4.65GB
1776929831.804160365,tbench-wg-probe,6.79,4.621MiB,0.03,35.1MB,4.31GB
1776929831.804160365,tbench-wg-origin,30.56,2.086MiB,0.01,4.58GB,36.5MB
1776929835.435750131,tbench-wg-server,0.00,524KiB,0.10,5.2GB,5.61GB
1776929835.435750131,tbench-wg-client,0.00,516KiB,0.00,5.61GB,5.31GB
1776929835.435750131,tbench-wg-probe,7.18,4.957MiB,0.03,41.5MB,5.11GB
1776929835.435750131,tbench-wg-origin,30.43,1.637MiB,0.01,5.03GB,40MB
1776929839.039904041,tbench-wg-server,0.00,524KiB,0.10,5.81GB,6.27GB
1776929839.039904041,tbench-wg-client,0.00,516KiB,0.00,6.09GB,5.76GB
1776929839.039904041,tbench-wg-probe,6.98,4.465MiB,0.03,46.2MB,5.71GB
1776929839.039904041,tbench-wg-origin,30.43,2.215MiB,0.01,5.83GB,46.2MB
1776929842.661359812,tbench-wg-server,0.00,524KiB,0.10,6.17GB,6.66GB
1776929842.661359812,tbench-wg-client,0.00,516KiB,0.00,6.84GB,6.47GB
1776929842.661359812,tbench-wg-probe,6.73,4.562MiB,0.03,50.6MB,6.23GB
1776929842.661359812,tbench-wg-origin,30.63,2.273MiB,0.01,6.36GB,50.6MB
1776929846.299029775,tbench-wg-server,0.00,524KiB,0.10,6.95GB,7.5GB
1776929846.299029775,tbench-wg-client,0.00,516KiB,0.00,7.5GB,7.1GB
1776929846.299029775,tbench-wg-probe,7.25,4.395MiB,0.03,55.4MB,6.83GB
1776929846.299029775,tbench-wg-origin,29.57,2.129MiB,0.01,6.81GB,54.1MB
1776929849.952554777,tbench-wg-server,0.00,524KiB,0.10,7.54GB,8.14GB
1776929849.952554777,tbench-wg-client,0.00,516KiB,0.00,8.14GB,7.7GB
1776929849.952554777,tbench-wg-probe,6.66,4.453MiB,0.03,60MB,7.41GB
1776929849.952554777,tbench-wg-origin,30.73,2.348MiB,0.01,7.4GB,58.6MB
1776929853.573842887,tbench-wg-server,0.00,524KiB,0.10,7.99GB,8.62GB
1776929853.573842887,tbench-wg-client,0.00,516KiB,0.00,8.81GB,8.33GB
1776929853.573842887,tbench-wg-probe,6.88,4.484MiB,0.03,64.8MB,8.02GB
1776929853.573842887,tbench-wg-origin,30.59,1.941MiB,0.01,8.2GB,64.9MB
1776929857.189614506,tbench-wg-server,0.00,524KiB,0.10,8.8GB,9.51GB
1776929857.189614506,tbench-wg-client,0.00,516KiB,0.00,9.51GB,8.99GB
1776929857.189614506,tbench-wg-probe,6.77,4.746MiB,0.03,69.9MB,8.66GB
1776929857.189614506,tbench-wg-origin,30.66,1.848MiB,0.01,8.66GB,68.5MB
1776929860.804068964,tbench-wg-server,0.00,524KiB,0.10,9.46GB,10.2GB
1776929860.804068964,tbench-wg-client,0.00,516KiB,0.00,10.2GB,9.66GB
1776929860.804068964,tbench-wg-probe,6.76,4.605MiB,0.03,75MB,9.3GB
1776929860.804068964,tbench-wg-origin,31.15,1.695MiB,0.01,9.32GB,73.5MB
1776929864.429559081,tbench-wg-server,0.00,524KiB,0.10,10.1GB,10.9GB
1776929864.429559081,tbench-wg-client,0.00,516KiB,0.00,10.9GB,10.3GB
1776929864.429559081,tbench-wg-probe,6.53,4.418MiB,0.03,80.1MB,9.94GB
1776929864.429559081,tbench-wg-origin,30.80,1.453MiB,0.01,9.96GB,78.6MB
