ts,container,cpu_pct,mem_bytes,mem_pct,net_rx,net_tx
1776930376.856846397,tbench-fr-server,96.29,97.05MiB,18.95,935MB,850MB
1776930376.856846397,tbench-fr-client,121.08,20.68MiB,0.13,847MB,843MB
1776930376.856846397,tbench-fr-probe,10.00,102.3MiB,0.64,511kB,929MB
1776930376.856846397,tbench-fr-origin,34.06,9.121MiB,0.06,418MB,857kB
1776930380.426944173,tbench-fr-server,95.79,99.69MiB,19.47,2.42GB,2.34GB
1776930380.426944173,tbench-fr-client,120.87,27.1MiB,0.17,2.34GB,2.33GB
1776930380.426944173,tbench-fr-probe,9.31,105.1MiB,0.66,1.04MB,1.98GB
1776930380.426944173,tbench-fr-origin,32.99,9.254MiB,0.06,2.32GB,4.69MB
1776930383.993253648,tbench-fr-server,97.46,99.09MiB,19.35,3.62GB,3.54GB
1776930383.993253648,tbench-fr-client,119.86,29.82MiB,0.19,3.55GB,3.53GB
1776930383.993253648,tbench-fr-probe,9.31,109.9MiB,0.69,1.86MB,3.6GB
1776930383.993253648,tbench-fr-origin,32.21,9.289MiB,0.06,3.19GB,6.44MB
1776930387.566873804,tbench-fr-server,96.05,100.8MiB,19.68,4.98GB,4.91GB
1776930387.566873804,tbench-fr-client,122.25,34.09MiB,0.21,4.92GB,4.9GB
1776930387.566873804,tbench-fr-probe,9.61,109.9MiB,0.69,2.34MB,4.55GB
1776930387.566873804,tbench-fr-origin,32.76,9.406MiB,0.06,4.88GB,9.83MB
1776930391.128619960,tbench-fr-server,95.22,101.2MiB,19.77,6.42GB,6.36GB
1776930391.128619960,tbench-fr-client,121.21,34.3MiB,0.21,6.37GB,6.34GB
1776930391.128619960,tbench-fr-probe,9.58,109.8MiB,0.69,3.29MB,6.4GB
1776930391.128619960,tbench-fr-origin,32.45,9.871MiB,0.06,5.89GB,11.9MB
1776930394.699418549,tbench-fr-server,95.83,100.6MiB,19.65,7.84GB,7.78GB
1776930394.699418549,tbench-fr-client,123.83,34.59MiB,0.22,7.79GB,7.76GB
1776930394.699418549,tbench-fr-probe,9.27,109MiB,0.68,4MB,7.81GB
1776930394.699418549,tbench-fr-origin,32.91,9.371MiB,0.06,7.34GB,14.8MB
1776930398.268260588,tbench-fr-server,95.93,101MiB,19.73,9.32GB,9.26GB
1776930398.268260588,tbench-fr-client,121.10,37.7MiB,0.24,9.28GB,9.23GB
1776930398.268260588,tbench-fr-probe,9.72,109.5MiB,0.69,4.74MB,9.28GB
1776930398.268260588,tbench-fr-origin,31.56,9.488MiB,0.06,8.79GB,17.7MB
1776930401.843783662,tbench-fr-server,95.32,101.1MiB,19.75,10.8GB,10.8GB
1776930401.843783662,tbench-fr-client,119.59,41.61MiB,0.26,10.8GB,10.7GB
1776930401.843783662,tbench-fr-probe,9.72,110.7MiB,0.69,5.29MB,10.4GB
1776930401.843783662,tbench-fr-origin,31.45,9.594MiB,0.06,10.3GB,20.7MB
1776930405.413636496,tbench-fr-server,96.19,100.5MiB,19.64,11.9GB,11.8GB
1776930405.413636496,tbench-fr-client,119.83,41.18MiB,0.26,11.8GB,11.8GB
1776930405.413636496,tbench-fr-probe,9.45,111.6MiB,0.70,6.23MB,12.2GB
1776930405.413636496,tbench-fr-origin,32.66,9.512MiB,0.06,12.1GB,24.4MB
1776930408.987262310,tbench-fr-server,94.80,101.4MiB,19.80,13.7GB,13.7GB
1776930408.987262310,tbench-fr-client,119.63,41.37MiB,0.26,13.7GB,13.7GB
1776930408.987262310,tbench-fr-probe,9.70,111.4MiB,0.70,6.97MB,13.7GB
1776930408.987262310,tbench-fr-origin,32.42,9.691MiB,0.06,13.2GB,26.5MB
1776930412.554515499,tbench-fr-server,95.87,100.7MiB,19.67,15.2GB,15.2GB
1776930412.554515499,tbench-fr-client,121.42,41.82MiB,0.26,15.2GB,15.1GB
1776930412.554515499,tbench-fr-probe,9.94,110MiB,0.69,7.72MB,15.2GB
